code,chapter_code,chapter_name,description,unit,labor_unit_price,material_unit_price,total_unit_price,source_page
BP12BB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Relleno de excavación para estructuras, con material producto de la excavación, compactación al 85%, próctor con pisón, incluye: la mano de obra, la herramienta y el equipo necesarios, medido compacto.",m3,,,113.74,30
BP12BC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Relleno de excavación para estructuras, con tepetate compactado al 85% próctor con pisón, incluye: los materiales, la mano de obra, la herramienta y el equipo necesarios, medido compacto.",m3,,,682.96,30
BP12CB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Relleno de excavación para estructuras, con material producto de la excavación, compactado al 90% próctor con pisón, incluye: la mano de obra, la herramienta y el equipo necesarios, medido compacto.",m3,,,137.72,30
BP12CC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Relleno de excavación para estructuras, con tepetate compactado al 90% próctor con pisón, incluye: los materiales, la mano de obra, la herramienta y el equipo necesarios, medido compacto.",m3,,,741.30,30
BP12DB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Relleno de excavación para estructuras, con material producto de la excavación, compactado al 90% próctor con rodillo vibratorio, incluye: la mano de obra, la herramienta y el equipo necesarios, medido compacto.",m3,,,120.31,30
BP12DC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Relleno de excavación para estructuras, con tepetate, compactado al 90% con rodillo vibratorio, incluye: los materiales, la mano de obra, la herramienta y el equipo necesarios, medido compacto.",m3,,,723.89,30
BQ12BB,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Mejoramiento de base de cimentación para estructura, con tepetate y cemento al 8 % del peso volumétrico, compactada al 90 % próctor con rodillo vibratorio, incluye: los materiales, la mano de obra, la herramienta y el equipo necesarios.",m3,,,1637.46,30
BQ12BC,B,"Desyerbe, desmonte, tala, excavaciones, demoliciones, acarreos y rellenos","Mejoramiento de base de cimentaciones para estructuras o pavimentos, con tepetate y cal al 8 % del peso volumétrico, compactada al 90 % próctor con rodillo vibratorio, incluye: los materiales, la mano de obra, la herramienta y el equipo necesarios.",m3,,,1427.36,30
CB12BB,C,"Cimbra, estructuras de madera y carpinteria","Cimbra acabado común y descimbra en cadenas, castillos, cerramientos, cejas y repisones, de sección con superficie igual o menor a 0.02 m2, hasta una altura máxima de 4.00 m",m2,,,310.49,31
CB12BC,C,"Cimbra, estructuras de madera y carpinteria","Cimbra acabado común y descimbra en cadenas, castillos, cerramientos, cejas y repisones, de sección con superficie igual o mayor a 0.02 m2, hasta una altura máxima de 4.00 m",m2,,,281.18,31
CB12BD,C,"Cimbra, estructuras de madera y carpinteria","Cimbra acabado común y descimbra en cimentación (zapatas, contratrabes, dados.",m2,,,344.90,31
CB12BE,C,"Cimbra, estructuras de madera y carpinteria","Cimbra acabado común y descimbra en losa tapa de cimentación, altura máxima de 1.50 m",m2,,,342.40,31
CB12BF,C,"Cimbra, estructuras de madera y carpinteria",Cimbra acabado común y descimbra en remates de plataformas para delimitar firmes de concreto de 20 cm de peralte promedio.,m2,,,235.31,31
CB12BG,C,"Cimbra, estructuras de madera y carpinteria","Cimbra acabado común y descimbra en columnas, hasta una altura máxima de 4.00 m",m2,,,418.26,31
CB12BH,C,"Cimbra, estructuras de madera y carpinteria","Cimbra acabado común y descimbra en muros, hasta una altura máxima de 4.00 m",m2,,,344.28,31
CB12BI,C,"Cimbra, estructuras de madera y carpinteria","Cimbra acabado común y descimbra en faldones y pretiles, hasta una altura máxima de 4.00 m",m2,,,344.29,31
CB12BJ,C,"Cimbra, estructuras de madera y carpinteria","Cimbra acabado común y descimbra en losas y trabes, hasta una altura máxima de 4.00 m",m2,,,448.49,31
CB12BK,C,"Cimbra, estructuras de madera y carpinteria",Cimbra acabado común y descimbra en rampas de escaleras.,m2,,,380.67,31
CB12BL,C,"Cimbra, estructuras de madera y carpinteria","Cimbra acabado común y descimbra en trabes aisladas, hasta una altura máxima de 4.00 m",m2,,,423.60,31
CB12CB,C,"Cimbra, estructuras de madera y carpinteria","Cimbra de madera acabado común y descimbra en losa reticular con casetón de fibra de vidrio de 20 cm de peralte, a una altura de entrepiso de 4.00 m",m2,,,423.96,31
CB12CC,C,"Cimbra, estructuras de madera y carpinteria","Cimbra de madera acabado común y descimbra en losa reticular con casetón de fibra de vidrio de 25 cm de peralte, a una altura máxima de entrepiso de 4.00 m",m2,,,425.86,32
CB12CD,C,"Cimbra, estructuras de madera y carpinteria","Cimbra de madera acabado común y descimbra en losa reticular con casetón de fibra de vidrio de 30 cm de peralte, a una altura máxima de entrepiso de 4.00 m",m2,,,427.20,32
CB12CE,C,"Cimbra, estructuras de madera y carpinteria","Cimbra de madera acabado común y descimbra en losa reticular con casetón de fibra de vidrio de 35 cm de peralte, a una altura máxima de entrepiso de 4.00 m",m2,,,429.03,32
CB12CF,C,"Cimbra, estructuras de madera y carpinteria","Cimbra de madera acabado común y descimbra en losa reticular con casetón de fibra de vidrio de 40 cm de peralte, a una altura máxima de entrepiso de 4.00 m",m2,,,430.22,32
CB12CG,C,"Cimbra, estructuras de madera y carpinteria","Cimbra de madera acabado común y descimbra en losa reticular con casetón de fibra de vidrio de 45 cm de peralte, a una altura máxima de entrepiso de 4.00 m",m2,,,432.35,32
CC14BB,C,"Cimbra, estructuras de madera y carpinteria","Cimbra de madera acabado aparente y descimbra en cadenas, castillos, cerramientos, cejas y repisones, de sección con superficie igual o menor a 0.02 m2, hasta una altura máxima de 4.00 m",m2,,,332.76,32
CC14BC,C,"Cimbra, estructuras de madera y carpinteria","Cimbra de madera cabado aparente y descimbra en cadenas, castillos, cerramientos, cejas y repisones, de sección con superficie igual o mayor a 0.02 m2, hasta una altura máxima de 4.00 m",m2,,,306.84,32
CC14BG,C,"Cimbra, estructuras de madera y carpinteria","Cimbra de madera acabado aparente y descimbra en columnas, hasta una altura máxima de 4.00 m",m2,,,451.20,32
CC14BH,C,"Cimbra, estructuras de madera y carpinteria","Cimbra de madera acabado aparente y descimbra en muro, hasta una altura máxima de 4.00 m",m2,,,411.96,32
CC14BJ,C,"Cimbra, estructuras de madera y carpinteria","Cimbra de madera acabado aparente y descimbra en losas y trabes, hasta una altura máxima de 4.00 m",m2,,,450.39,32
CC14BK,C,"Cimbra, estructuras de madera y carpinteria",Cimbra de madera acabado aparente y descimbra en rampas de escalera.,m2,,,462.70,32
CC14BL,C,"Cimbra, estructuras de madera y carpinteria","Cimbra de madera acabado aparente y descimbra en trabes aisladas, hasta una altura máxima de 4.00 m",m2,,,489.46,32
CC14CB,C,"Cimbra, estructuras de madera y carpinteria","Cimbra de madera acabado aparente y descimbra, en losa reticular con casetón de fibra de vidrio de 20 cm de peralte, a una altura máxima de entrepiso de 4.0 m",m2,,,449.51,33
CC14CC,C,"Cimbra, estructuras de madera y carpinteria","Cimbra de madera acabado aparente y descimbra, en losa reticular con casetón de fibra de vidrio de 25 cm de peralte, a una altura máxima de entrepiso de 4.0 m",m2,,,451.42,33
CC14CD,C,"Cimbra, estructuras de madera y carpinteria","Cimbra de madera acabado aparente y descimbra, en losa reticular con casetón de fibra de vidrio de 30 cm de peralte, a una altura máxima de entrepiso de 4.0 m",m2,,,452.77,33
CC14CE,C,"Cimbra, estructuras de madera y carpinteria","Cimbra de madera acabado aparente y descimbra, en losa reticular con casetón de fibra de vidrio de 35 cm de peralte, a una altura máxima de entrepiso de 4.0 m",m2,,,454.59,33
CC14CF,C,"Cimbra, estructuras de madera y carpinteria","Cimbra de madera acabado aparente y descimbra, en losa reticular con casetón de fibra de vidrio de 40 cm de peralte, a una altura máxima de entrepiso de 4.0 m",m2,,,455.77,33
CC14CG,C,"Cimbra, estructuras de madera y carpinteria","Cimbra de madera acabado aparente y descimbra, en losa reticular con casetón de fibra de vidrio de 45 cm de peralte, a una altura máxima de entrepiso de 4.0 m",m2,,,457.92,33
CC14DB,C,"Cimbra, estructuras de madera y carpinteria",Buña en muros de concreto acabado aparente.,m,,,24.68,33
CC17BF,C,"Cimbra, estructuras de madera y carpinteria","Cimbra acabado aparente y descimbra, con sonotubo de 20.05 cm de diámetro, en columnas.",m,,,262.88,33
CC17BH,C,"Cimbra, estructuras de madera y carpinteria","Cimbra acabado aparente y descimbra, con sonotubo de 25.54 cm de diámetro, en columnas.",m,,,297.94,33
CC17BI,C,"Cimbra, estructuras de madera y carpinteria","Cimbra acabado aparente y descimbra, con sonotubo de 30.17 cm de diámetro, en columnas.",m,,,346.87,33
CC17BJ,C,"Cimbra, estructuras de madera y carpinteria","Cimbra acabado aparente y descimbra, con sonotubo de 35.36 cm de diámetro, en columnas.",m,,,427.63,33
CC17BM,C,"Cimbra, estructuras de madera y carpinteria","Cimbra acabado aparente y descimbra, con sonotubo de 49.93 cm de diámetro, en columnas.",m,,,574.85,33
CD12BB,C,"Cimbra, estructuras de madera y carpinteria","Cimbra acabado aparente y descimbra en columnas, caballetes o pilas para puentes, hasta 7.50 m de altura.",m2,,,793.40,34
CD13BB,C,"Cimbra, estructuras de madera y carpinteria",Cimbra de madera acabado aparente y descimbra en losa de superestructura de puente utilizando obra falsa tubular hasta 7.50 m de altura.,m2,,,725.83,34
CD13BC,C,"Cimbra, estructuras de madera y carpinteria",Cimbra de madera acabado aparente y descimbra en losa de superestructura de puente utilizando obra falsa tubular de 7.50 a 10.00 m de altura.,m2,,,755.28,34
CD13BD,C,"Cimbra, estructuras de madera y carpinteria",Cimbra de madera acabado aparente y descimbra en losa de superestructura de puente utilizando obra falsa tubular hasta 6.00 m de altura.,m2,,,629.43,34
CD13BE,C,"Cimbra, estructuras de madera y carpinteria",Cimbra de madera acabado aparente y descimbra en losa de superestructura de puente utilizando obra falsa tubular de 6.01 a 9.00 m de altura.,m2,,,638.91,34
CD13BF,C,"Cimbra, estructuras de madera y carpinteria","Cimbra de madera acabado aparente y descimbra en losa de superestructura y aleros de puentes utilizando obra falsa tubular, hasta 6.00 m de altura.",m2,,,663.71,34
CD13BG,C,"Cimbra, estructuras de madera y carpinteria","Cimbra de madera acabado aparente y descimbra en losa de superestructura y aleros de puentes utilizando obra falsa tubular, de 6.01 a 9.00 m de altura.",m2,,,673.19,34
CD14BB,C,"Cimbra, estructuras de madera y carpinteria",Cimbra acabado aparente y descimbra en muros de puentes hasta 4.80 m de altura.,m2,,,490.73,35
CD14BC,C,"Cimbra, estructuras de madera y carpinteria",Cimbra acabado aparente y descimbra en muros de puentes de 4.81 a 9.00 m de altura.,m2,,,657.66,35
CD14CB,C,"Cimbra, estructuras de madera y carpinteria",Cimbra de madera acabado común y descimbra en muros de puentes hasta 4.80 m de altura.,m2,,,492.36,35
CD14CC,C,"Cimbra, estructuras de madera y carpinteria",Cimbra de madera acabado común y descimbra en muros de puentes de 4.81 a 9.00 m de altura.,m2,,,636.81,35
CE12BB,C,"Cimbra, estructuras de madera y carpinteria","Suministro y colocación de sonovoid, de 15 cm de diámetro.",m,,,73.13,35
CE12BC,C,"Cimbra, estructuras de madera y carpinteria",Suministro y colocación de sonovoid de 20 cm de diámetro.,m,,,130.66,35
CE12BD,C,"Cimbra, estructuras de madera y carpinteria",Suministro y colocación de sonovoid de 25 cm de diámetro.,m,,,127.39,35
CE12BE,C,"Cimbra, estructuras de madera y carpinteria",Suministro y colocación de sonovoid de 40 cm de diámetro.,m,,,274.57,35
CE12BF,C,"Cimbra, estructuras de madera y carpinteria",Suministro y colocación de sonovoid de 50 cm de diámetro.,m,,,364.87,35
CE12BG,C,"Cimbra, estructuras de madera y carpinteria",Suministro y colocación de sonovoid de 55 cm de diámetro.,m,,,490.06,35
CE12BH,C,"Cimbra, estructuras de madera y carpinteria",Suministro y colocación de sonovoid de 60 cm de diámetro.,m,,,538.29,35
CE12BI,C,"Cimbra, estructuras de madera y carpinteria",Suministro y colocación de sonovoid de 45 cm de diámetro.,m,,,337.64,35
CE12BJ,C,"Cimbra, estructuras de madera y carpinteria",Suministro y colocación de sonovoid de 35 cm de diámetro.,m,,,216.77,35
CE12BK,C,"Cimbra, estructuras de madera y carpinteria",Suministro y colocación de sonovoid de 70 cm de diámetro.,m,,,704.04,35
CE12BL,C,"Cimbra, estructuras de madera y carpinteria",Suministro y colocación de sonovoid de 80 cm de diámetro.,m,,,906.15,35
CE12BM,C,"Cimbra, estructuras de madera y carpinteria",Suministro y colocación de sonovoid de 90 cm de diámetro.,m,,,1002.81,35
CF12BB,C,"Cimbra, estructuras de madera y carpinteria",Suministro habilitado y colocación de estructura de madera de pino de 3a.,p.t.,,,43.75,35
CF12BG,C,"Cimbra, estructuras de madera y carpinteria","Tapial de triplay de pino de 12 mm de espesor, con polines de 0.102x0.102x2.44 m (4""x4""x8') a cada 1.22 m y barrotes de 0.51x0.76x2.44 m (2""x3""x8') a cada 0.80 m en sentido horizontal.",m2,,,226.33,35
CF14BB,C,"Cimbra, estructuras de madera y carpinteria","Suministro y colocación de base para tablero eléctrico, con triplay de 1.00 x 1.00 x 0.018 m de espesor y materiales de fijación.",pieza,,,414.60,36
CG12BB,C,"Cimbra, estructuras de madera y carpinteria",Suministro y colocación de piso de madera de pino con duela machihembrada de 19 mm de espesor.,m2,,,804.29,36
CG12BG,C,"Cimbra, estructuras de madera y carpinteria","Suministro y colocación de piso laminado de 7 mm, texturizado, incluye: bajo piso, molduras y remates",m2,,,573.64,36
CG12BH,C,"Cimbra, estructuras de madera y carpinteria","Suministro y colocación de piso laminado de 8 mm, texturizado biselado, incluye: bajo piso, molduras y remates",m2,,,469.82,36
CG12BJ,C,"Cimbra, estructuras de madera y carpinteria","Suministro y colocación de piso laminado de 12 mm, brillante biselado, incluye: bajo piso, molduras y remates",m2,,,1294.13,36
CG12CB,C,"Cimbra, estructuras de madera y carpinteria","Suministro y colocación de batientes de puertas y zoclos a base de solera de 25.4 x 3.17 mm ( 1"" x 1/8"") y materiales de fijación",m,,,80.52,36
CG13BB,C,"Cimbra, estructuras de madera y carpinteria","Suministro y colocación de bastidor de madera de pino para recubrir de triplay en muros y techos, con retícula de 0.85 x 1.10 m de sección de 1 1/4 "" x 1 1/4 """,m2,,,243.52,36
CG14BB,C,"Cimbra, estructuras de madera y carpinteria","Suministro y colocación de lambrín de triplay de pino de 6 mm de espesor, en techo.",m2,,,355.53,36
CG14BC,C,"Cimbra, estructuras de madera y carpinteria","Suministro y colocación de lambrín de triplay de pino de 6 mm de espesor, en muros.",m2,,,326.29,36
CG15BB,C,"Cimbra, estructuras de madera y carpinteria",Suministro y colocación de antepecho en puerta de 0.90 x 0.30 m,pieza,,,1153.91,36
CG15BC,C,"Cimbra, estructuras de madera y carpinteria",Suministro y colocación de antepecho en puerta de 1.20 x 0.30 m,pieza,,,1196.02,36
CG16BB,C,"Cimbra, estructuras de madera y carpinteria","Suministro y colocación de puerta de 0.85 x 2.05 m, fabricada con bastidor de madera de pino de 32 x 32 mm, cubierta por las dos caras con triplay de pino de 6 mm, en la parte alta mirillas para colocar vidrio, incluye contramarco de madera de pino de 3 1/2 "" x 3/4 """,pieza,,,3798.11,36
CG16DB,C,"Cimbra, estructuras de madera y carpinteria","Suministro y colocación de puerta de 0.90 x 2.10 m, fabricada con bastidor de madera de pino y cubierta por las dos caras con triplay de 6 mm de espesor, incluye contramarco de madera de pino de 3 1/2 "" x 3/4 "" .",pieza,,,3912.34,37
CG16DC,C,"Cimbra, estructuras de madera y carpinteria","Suministro y colocación de puerta de 1.20 x 2.10 m, fabricada con bastidor de madera de pino y cubierta por las dos caras con triplay de 6 mm de espesor, incluye contramarco de madera de pino de 3 1/2 "" x 3/4 "" .",pieza,,,4130.58,37
CG17BB,C,"Cimbra, estructuras de madera y carpinteria","Cancelería interior a base de triplay de 6 mm de espesor, con acabado de plástico laminado Formaica Teka dorada, por las dos caras.",m2,,,976.11,37
CG17CB,C,"Cimbra, estructuras de madera y carpinteria","Suministro y colocación de panel de madera en cancelería a base de bastidor de 1 1/2 "" x 1 "" de madera de 1a, triplay de 6 mm de espesor, cubierto en ambas caras con plástico laminado Formaica Teka.",m2,,,1490.39,37
CG18BB,C,"Cimbra, estructuras de madera y carpinteria","Suministro y colocación de tapajunta entre muro y cancelería de, 38 x 102 mm, de madera cubierta con Teka-dorada.",m,,,240.43,37
CG19BB,C,"Cimbra, estructuras de madera y carpinteria",Suministro y colocación de puerta de madera de 0.30 x 0.30 m para caja de válvulas.,pieza,,,296.96,37
DB12CA,D,Acero de refuerzo para concreto,"Suministro, habilitado y colocación de acero de refuerzo grado 30, de 6.4 mm (1/4"") de diámetro.",ton,,,48753.55,37
DB12CB,D,Acero de refuerzo para concreto,"Suministro, habilitado y colocación de acero de refuerzo grado 42, de 7.9 mm (5/16"") de diámetro",ton,,,43663.47,38
DB12CC,D,Acero de refuerzo para concreto,"Suministro, habilitado y colocación de acero de refuerzo grado 42, de 9.5 mm (3/8"") de diámetro",ton,,,36083.82,38
DB12CD,D,Acero de refuerzo para concreto,"Suministro, habilitado y colocación de acero de refuerzo grado 42, de 12.7 mm (1/2"") de diámetro",ton,,,34925.23,38
DB12CE,D,Acero de refuerzo para concreto,"Suministro, habilitado y colocación de acero de refuerzo grado 42, de 15.6 mm (5/8"") de diámetro",ton,,,36048.65,38
DB12CF,D,Acero de refuerzo para concreto,"Suministro, habilitado y colocación de acero de refuerzo grado 42, de 19 mm (3/4"") de diámetro",ton,,,36922.42,38
DB12CG,D,Acero de refuerzo para concreto,"Suministro, habilitado y colocación de acero de refuerzo grado 42, de 25 mm (1"") de diámetro",ton,,,36048.65,38
DB12CH,D,Acero de refuerzo para concreto,"Suministro, habilitado y colocación de acero de refuerzo grado 42, de 32 mm (11/4"") de diámetro",ton,,,35763.80,38
DB12CK,D,Acero de refuerzo para concreto,"Suministro, habilitado y colocación de acero de refuerzo grado 42, de 38 mm (11/2"") de diámetro",ton,,,34025.07,38
DB13CA,D,Acero de refuerzo para concreto,"Habilitado y colocación de acero de refuerzo grado 30, de 6.4 mm (1/4"") de diámetro",ton,,,15466.99,38
DB13CB,D,Acero de refuerzo para concreto,"Habilitado y colocación de acero de refuerzo grado 42, de 7.9 mm (5/16"") de diámetro",ton,,,15466.99,38
DB13CC,D,Acero de refuerzo para concreto,"Habilitado y colocación de acero de refuerzo grado 42, de 9.5 mm (3/8"") de diámetro",ton,,,12242.33,38
DB13CD,D,Acero de refuerzo para concreto,"Habilitado y colocación de acero de refuerzo grado 42, de 12.7 mm (1/2"") de diámetro",ton,,,11083.74,38
DB13CE,D,Acero de refuerzo para concreto,"Habilitado y colocación de acero de refuerzo grado 42, de 15.6 mm (5/8"") de diámetro",ton,,,11083.74,38
DB13CF,D,Acero de refuerzo para concreto,"Habilitado y colocación de acero de refuerzo grado 42, de 19 mm (3/4"") de diámetro",ton,,,11083.74,38
DB13CG,D,Acero de refuerzo para concreto,"Habilitado y colocación de acero de refuerzo grado 42, de 25 mm (1"") de diámetro",ton,,,11083.74,38
DB13CH,D,Acero de refuerzo para concreto,"Habilitado y colocación de acero de refuerzo grado 42, de 32 mm (11/4"") de diámetro",ton,,,9925.11,38
DB13CK,D,Acero de refuerzo para concreto,"Habilitado y colocación de acero de refuerzo grado 42, de 38 mm (11/2"") de diámetro",ton,,,8602.46,38
DB14BB,D,Acero de refuerzo para concreto,"Suministro y colocación de soldadura a tope en varillas de acero para refuerzo, de 25 mm (1"") de diámetro.",junta,,,454.95,38
DB14BC,D,Acero de refuerzo para concreto,"Suministro y colocación de soldadura a tope en varillas de acero para refuerzo, de 32 mm (1 1/4"") de diámetro.",junta,,,515.12,39
DB14BD,D,Acero de refuerzo para concreto,"Suministro y colocación de soldadura a tope en varillas de acero para refuerzo, de 38 mm (11/2"") de diámetro.",junta,,,583.43,39
DB15BD,D,Acero de refuerzo para concreto,"Suministro, habilitado y colocación de malla de alambre electrosoldada Malla-Lac 66-44 en firmes, pisos o losas.",m2,,,105.63,39
DB15BE,D,Acero de refuerzo para concreto,"Suministro, habilitado y colocación de malla de alambre electrosoldada Malla-Lac 66-66 en firmes, pisos o losas.",m2,,,71.78,39
DB15BF,D,Acero de refuerzo para concreto,"Suministro, habilitado y colocación de malla de alambre electrosoldada Malla-Lac 66-88 en firmes, pisos o losas.",m2,,,62.28,39
DB15BG,D,Acero de refuerzo para concreto,"Suministro, habilitado y colocación de malla de alambre electrosoldada Malla-Lac 66-1010 en firmes, pisos o losas.",m2,,,48.68,39
DB15BK,D,Acero de refuerzo para concreto,"Suministro, habilitado y colocación de malla de alambre electrosoldada Malla-Lac 66-88 en muros.",m2,,,68.29,39
DB16DA,D,Acero de refuerzo para concreto,"Suministro y colocación de metal desplegado No. 500, traslapado en sus uniones con alambre recocido.",m2,,,120.11,39
DB16DB,D,Acero de refuerzo para concreto,"Suministro y colocación de metal desplegado No. 600, traslapado en sus uniones con alambre recocido.",m2,,,127.88,39
DB16EB,D,Acero de refuerzo para concreto,"Suministro y colocación de silleta de plástico modelo SM-100, para calzar malla de refuerzo.",pieza,,,11.61,39
DB16ED,D,Acero de refuerzo para concreto,"Suministro y colocación de plástico modelo SME-100, para calzar malla de refuerzo en entrepiso.",pieza,,,8.93,39
DB16EF,D,Acero de refuerzo para concreto,"Suministro y colocación de silleta de plástico modelo CM-100, para calzar malla de refuerzo.",pieza,,,8.93,39
DB16EH,D,Acero de refuerzo para concreto,Suministro y colocación de silleta piramidal de plástico modelo SP-250 para calzar varilla de refuerzo.,pieza,,,11.89,39
DB16EJ,D,Acero de refuerzo para concreto,Suministro y colocación de separador plástico modelo DS-250 para malla de refuerzo en muro de concreto.,pieza,,,14.22,39
EB12BB,E,Estructura metalica,"Suministro, fabricación, transporte y montaje de estructura metálica ligera formada con perfiles laminados.",kg,,,71.76,40
EB12CB,E,Estructura metalica,"Suministro, fabricación, transporte y montaje de estructura metálica ligera formada con placas de acero A-36",kg,,,72.36,40
EB13BB,E,Estructura metalica,"Radiografía de soldadura hasta 43 cm de longitud, en uniones soldadas de varilla de refuerzo, en placas cuyo espesor sea menor a 50 mm.",pieza,,,570.93,40
EB13CB,E,Estructura metalica,"Radiografía de soldadura hasta 43 cm de longitud, en uniones soldadas de estructuras metálicas, cuyo espesor sea igual o mayor a 50 mm.",pieza,,,699.43,40
EB14BB,E,Estructura metalica,"Suministro y colocación de ancla de acero rolado en frío, de 15.87 mm (5/8"") de diámetro x 0.90 m de longitud.",pieza,,,114.81,40
EB14BC,E,Estructura metalica,"Suministro y colocación de ancla de acero rolado en frío, de19.05 mm (3/4"") de diámetro x 0.90 m de longitud.",pieza,,,164.18,40
EB14BD,E,Estructura metalica,"Suministro y colocación de ancla de acero rolado en frío, de 25.4 mm (1"") de diámetro x 1.65 m de longitud.",pieza,,,396.37,40
EB14BE,E,Estructura metalica,"Suministro y colocación de ancla de acero rolado en frío, de 31.75 mm (1 1/4"") de diámetro x 1.65 m de longitud.",pieza,,,658.17,40
EC12BB,E,Estructura metalica,"Suministro, fabricación, transporte y montaje de paso peatonal elevado, formado a base de placas de acero estructural A-36.",kg,,,73.34,40
EC12CB,E,Estructura metalica,"Suministro, habilitado y colocación de escalones y mesetas formadas a base de lámina negra antiderrapante calibres 16, para pasos de peatones.",kg,,,60.93,40
EC13BC,E,Estructura metalica,"Suministro y colocación de barandal en pasos de peatones, formado con de tubos de acero galvanizado cédula-40, de 19 y 25 mm de diámetro.",kg,,,67.04,41
ED12BB,E,Estructura metalica,"Suministro y colocación de placas de acero A-36 para apoyos empotrados en base de concreto, por medio de varillas de refuerzo.",kg,,,72.73,41
ED12CB,E,Estructura metalica,"Suministro, fabricación y montaje de articulaciones para apoyos de puentes con placa de acero A-36, incluye pasador de acero.",kg,,,79.39,41
ED12DB,E,Estructura metalica,"Suministro, habilitado y colocación de lámina de acero galvanizado calibre No. 16 para intercalar a placas de hule sintético (no incluye el hule).",m2,,,540.55,41
EE12BB,E,Estructura metalica,"Suministro y colocación de sellador elástico Fexpan de 10 cm de ancho, para juntas de expansión y contracción, Fester o similar.",m,,,13.42,41
EE12CB,E,Estructura metalica,"Suministro y colocación de junta de expansión de 30 cm de ancho, a base de lámina negra calibre 16, punteada en ambos extremos a ángulo de acero de 101 x 9.50 mm (4"" x 3/8""), anclados con 2 varillas de 16 mm (5/8"") de diámetro, 6 cm de longitud y relleno en la junta con Igol denso Sika o similar.",m,,,2384.77,41
EF13BB,E,Estructura metalica,"Suministro y colocación de placa de apoyo para parapeto de 250 x 300 x 13 mm con 4 anclas de varilla No. 6, de 70 cm de largo, biseladas y soldadas a la placa.",pieza,,,1468.65,42
EF13CB,E,Estructura metalica,"Suministro y colocación de defensa metálica AASHTO M-180 de 3 crestas calibre 12 alta resistencia, con poste IPR de 0.15 x 0.10 x 1.75 m a cada 1.905 m, separador de lámina tipo ""U"" con nervaduras de refuerzo y reflejante de lámina galvanizada calibre 16 color ámbar alta intensidad.",m,,,1618.08,42
EF13CD,E,Estructura metalica,Suministro y colocación de terminal de 3 crestas AASHTO M-180 tipo cola de pato.,pieza,,,1282.16,42
EF13DB,E,Estructura metalica,"Suministro y colocación de defensa metálica AASHTO M-180 de 2 crestas calibre 12 alta resistencia, con poste IPR de 0.15 x 0.10 x 1.50 m a cada 3.81 m, separador de lámina tipo ""U"" con nervaduras de refuerzo y reflejante de lámina galvanizada calibre 16 color ámbar alta intensidad.",m,,,855.15,42
EF13DD,E,Estructura metalica,Suministro y colocación de terminal de 2 crestas AASHTO M-180 tipo cola de pato.,pieza,,,680.79,42
EF13EB,E,Estructura metalica,"Suministro y colocación de placas de anclaje para contracarril protector (Flex-beam), de acero estructural A-36 y de 250 x 300 x 19 mm con 6 varillas de anclaje del número. 6, f'y= 4200 kg/cm2, y 60 cm de desarrollo.",pieza,,,1969.60,42
EF13FB,E,Estructura metalica,"Suministro y colocación de apoyo para paletas plásticas, en camellones, formado con perfil P.T.R. de 51 x 51 x 4 mm, tubos galvanizados de 25.4 mm de diámetro y 350 mm de largo, soldados verticalmente a cada 635 mm, el barandal se fija a viguetas de 152 mm, separadas 2.0 m con abrazaderas formadas con ángulos de 51 x 6 mm.",m,,,902.00,42
EF13GB,E,Estructura metalica,Nivelación y colocación de paletas antideslumbrantes a base de 4 puntos de soldadura.,pieza,,,209.24,42
EG12BB,E,Estructura metalica,"Suministro, fabricación y colocación de elementos de acero tipo estructural en puertas, ventanas y rejas.",kg,,,73.73,42
EG12BF,E,Estructura metalica,"Suministro, fabricación y colocación de elementos de acero tipo estructural en parrillas, rejillas, marcos y contramarcos de registros.",kg,,,73.76,42
EG13BB,E,Estructura metalica,"Suministro y colocación de rejilla Irving o similar de 32 X 3.17 mm (1 1/4"" X 1/8""), de 30 cm de ancho.",m,,,1140.81,43
EG13DC,E,Estructura metalica,"Suministro y colocación de placa de acero A-36, de 19 mm de espesor, para pasos de vehículos y peatones.",m2-día,,,13.87,43
EG14BB,E,Estructura metalica,Protección de aristas de columnas con ángulo de 51 x 51 x 6.35 mm.,m,,,261.96,43
EG15BB,E,Estructura metalica,"Suministro y colocación de puerta de 1.50 x 0.60 m para mamparas de baño a base de lámina lisa negra calibre No. 20 y marco de ángulo de 38.10 x 4.80 mm (1 1/2 x 3/16"").",pieza,,,1844.92,43
EG15BC,E,Estructura metalica,"Suministro y colocación de puerta de 2.10 x 0.90 m, a base de lámina entablerada calibre No.20, marco y contramarco de ángulo de 25 mm x 5 mm (1"" x 3/16""), con ventana superior de 0.90 x 0.28 m",pieza,,,3880.12,43
